"addresses__address1","addresses__address2","addresses__city","addresses__state","addresses__postalCode","addresses__coordinates__lat","addresses__coordinates__lng","attribution"
"6902 West Sherri Jean Lane","","Peoria","AZ","85382","33.63079","-112.207084",""
"2703 Woolsey Street","#R 1","Berkeley","CA","94705","37.854131","-122.252442",""
"302 Tuten Avenue","","Savannah","GA","31415","32.091041","-81.1220419",""
"112 Cherokee Road","","Nashville","TN","37205","36.1316429","-86.838322",""
"1528 Spruce Street","M","Berkeley","CA","94709","37.879558","-122.266155",""
"244 La Normandy Drive","","Louisville","KY","40223","38.2477519","-85.5581574",""
"6950 West Nicolet Avenue","","Glendale","AZ","85303","33.5424928","-112.2097769",""
"2147 Millhaven Drive","","Edgewater","MD","21037","38.935644","-76.562758",""
"4313 Bylsma Circle","","Panama City","FL","32404","30.223822","-85.588877",""
"2201 Fendall Court","","Crofton","MD","21114","39.014878","-76.67571199999999",""
"4360 Hagan Road","","Montgomery","AL","36109","32.385627","-86.23065600000001",""
"10277 West 52nd Place","#211","Wheat Ridge","CO","80033","39.791729","-105.112499",""
"12283 Thomas Lane","","Yucaipa","CA","92399","34.030566","-117.089117",""
"14854 Bay View Circle","","Panama City Beach","FL","32413","30.2931681","-85.8580899",""
"314 Lallemand Court","","Nashville","TN","37211","36.078873","-86.694142",""
"901 Samson Road","","Saint Albans City","VT","05478","44.826321","-73.188881",""
"4405 West Solano Drive South","","Glendale","AZ","85301","33.520529","-112.153858",""
"9903 West 53rd Place","","Arvada","CO","80002","39.792715","-105.108604",""
"6870 West 52nd Avenue","","Arvada","CO","80002","39.7897632","-105.0732232",""
"265 Airport Road","","Weathersfield","VT","05151","43.344936","-72.52422299999999",""
"1408 Holly Street","","Nashville","TN","37206","36.1755568","-86.7452113",""
"1333 Kenyon Street Northwest","","Washington","DC","20010","38.930001","-77.0309709",""
"2203 West 24th Street","","Panama City","FL","32405","30.191986","-85.693254",""
"4235 Phelan Court","","Montgomery","AL","36116","32.297403","-86.22021500000001",""
"24020 Reese Road","","Anchorage","AK","99567","61.42591189999999","-149.434318",""
"1828 East Parkshore Drive","#8","Fayetteville","AR","72703","36.1221011","-94.1343385",""
"77 Shadow Brook Estates","","South Hadley","MA","01075","42.2215649","-72.57858360000002",""
"125 Heritage Way","","Savannah","GA","31419","32.032415","-81.23194099999999",""
"61 Hills Street","","Manchester","CT","06040","41.74381200000001","-72.57135",""
"3819 Dartmouth Avenue","","Nashville","TN","37215","36.115305","-86.839287",""
"6434 Wright Street","","Arvada","CO","80004","39.813486","-105.140068",""
"743 East 9th Avenue","#STE 000200","Anchorage","AK","99501","61.2136248","-149.8692295",""
"7901 West 52nd Avenue","#205","Arvada","CO","80002","39.791644","-105.084667",""
"26 Battery Drive","","Tybee Island","GA","31328","32.015963","-80.87416499999999",""
"1194 Cragmont Avenue","M","Berkeley","CA","94708","37.8880229","-122.256999",""
"104 Bennington Street","","Lawrence","MA","01841","42.7194856","-71.1678289",""
"1380 Quincy Street Northwest","","Washington","DC","20011","38.9376132","-77.032111",""
"46710 Crawford Street","#APT 32","Fremont","CA","94539","37.4924962","-121.9246934",""
"3328 Sunny Meadows Court","","Birmingham","AL","35242","33.382724","-86.715277",""
"225 Kennedy Road","","Manchester","CT","06042","41.805598","-72.495897",""
"6622 West Mescal Street","","Glendale","AZ","85304","33.5863981","-112.2009439",""
"133 White Cap Way","","Panama City Beach","FL","32407","30.192765","-85.81634299999999",""
"4430 Davenport Street Northwest","","Washington","DC","20016","38.951789","-77.08766399999999",""
"814 Miner Road","","Crownsville","MD","21032","39.06284","-76.588302",""
"1302 Cherry Street","","Panama City","FL","32401","30.145626","-85.643289",""
"2522 South College Drive","","Fayetteville","AR","72701","36.036231","-94.15833099999999",""
"6710 Quay Street","","Arvada","CO","80003","39.8184397","-105.0735438",""
"1514 Wyoming Avenue","","Lynn Haven","FL","32444","30.234791","-85.635486",""
"123 Elizabeth Drive","","Manchester","CT","06042","41.791814","-72.496656",""
"7350 West Wedington Drive","","Fayetteville","AR","72704","36.0758676","-94.26742039999999",""
"6604 West Montebello Avenue","#8","Glendale","AZ","85301","33.520827","-112.2010089",""
"812 Southwest 151st Street","","Oklahoma City","OK","73170","35.3171496","-97.5288137",""
"202 Deer Run Trail","","Manchester","CT","06042","41.805134","-72.476238",""
"4316 Sunnybrook Drive","","Montgomery","AL","36108","32.316971","-86.37054599999999",""
"6521 North 65th Avenue","#1D","Glendale","AZ","85301","33.5319452","-112.1987537",""
"24 Norman Street","#102","Salem","MA","01970","42.520197","-70.896807",""
"3 Furman Place","","Swanton","VT","05488","44.916332","-73.119916",""
"10714 Abercorn Street","#4-D","Savannah","GA","31419","31.9795828","-81.1330018",""
"1823 North Munchkin Lane","","Fayetteville","AR","72704","36.0874669","-94.236992",""
"8752 Pierce Way","#127","Arvada","CO","80003","39.855201","-105.0707645",""
"68 Princeton Street","","Manchester","CT","06042","41.785992","-72.51134499999999",""
"147 Willow Ridge Lane","","Indian Springs Village","AL","35124","33.3575779","-86.76141199999999",""
"4132 Carmichael Road","","Montgomery","AL","36106","32.3560672","-86.2372711",""
"10313 Durham Drive","","Oklahoma City","OK","73162","35.574871","-97.66011999999999",""
"7 Oliver Street","#2","Athol","MA","01331","42.5895133","-72.22493709999999",""
"1605 Remington Road","","Edmond","OK","73034","35.7062389","-97.458961",""
"21 Hill Street","","Barre","VT","05641","44.1922877","-72.4987585",""
"402 Carlton Place","","Goodlettsville","TN","37072","36.337076","-86.726753",""
"1079 East Kentucky Street","","Louisville","KY","40204","38.2358124","-85.73356439999999",""
"6391 West 60th Avenue","#210","Arvada","CO","80003","39.8060295","-105.0667699",""
"5529 East Saddleridge Drive","","Fayetteville","AR","72703","36.113929","-94.080563",""
"8848 North New World Drive","","Glendale","AZ","85302","33.566261","-112.168709",""
"12300 Apache Avenue","#107","Savannah","GA","31419","31.976364","-81.16868699999999",""
"3511 Oakland Zion Road","","Fayetteville","AR","72703","36.1142691","-94.1027196",""
"2417 Becker Place","","Del City","OK","73115","35.439682","-97.453451",""
"257 Broadway","","Lynn","MA","01904","42.4874495","-70.9599569",""
"6311 West Wagoner Road","","Glendale","AZ","85308","33.6521767","-112.1937629",""
"17480 Beaujolais Circle","","Anchorage","AK","99577","61.3382562","-149.555598",""
"5330 Shaun Circle","#APT 000002","Anchorage","AK","99507","61.132468","-149.782196",""
"1612 Whitemarsh Way","#54","Savannah","GA","31410","32.0372429","-81.0156669",""
"316 Sourwood Court","R","Millersville","MD","21108","39.100198","-76.606707",""
"11813 West 75th Circle","","Arvada","CO","80005","39.8341751","-105.1322001",""
"32 Prospect Street","#32","Manchester","CT","06040","41.763702","-72.5306932",""
"9030 Pennington PIace","","Montgomery","AL","36117","32.31573","-86.13204600000002",""
"17 Gregory Street","","Middleton","MA","01949","42.592382","-70.990967",""
"13531 West 72nd Drive","","Arvada","CO","80005","39.82846910000001","-105.1520121",""
"314 Mesa Street","","Wheatland","CA","95692","39.012762","-121.424206",""
"3528 Seasons Drive","","Nashville","TN","37013","36.071135","-86.59973500000001",""
"31 Mitchell Road","","Manchester","CT","06042","41.798274","-72.510216",""
"678 Fairlane Street","","Fayetteville","AR","72701","36.053903","-94.149919",""
"1631 Madison Avenue","","Montgomery","AL","36107","32.3808099","-86.28537299999999",""
"6932 West Montebello Avenue","","Glendale","AZ","85303","33.5202714","-112.2088875",""
"217 Northeast 1st Street","","Moore","OK","73160","35.3397716","-97.48326709999999",""
"4667 Benning Road Southeast","","Washington","DC","20019","38.8847377","-76.9355625",""
"61 Cubles Drive","","Brimfield","MA","01010","42.1333083","-72.1897627",""
"60 Montgomery Street","#3","Springfield","MA","01151","42.1564515","-72.4948435",""
"78 Cliffside Drive","D","Manchester","CT","06042","41.7952975","-72.48649",""
"4200 Northwest 59th Street","","Oklahoma City","OK","73112","35.53076","-97.59467099999999",""
"6912 Sunrise Drive","","Panama City","FL","32407","30.201096","-85.758567",""
"4328 Brewer Road","","Montgomery","AL","36108","32.314049","-86.388746",""
"14525 South Brent Drive","","Oklahoma City","OK","73170","35.3226609","-97.51312899999999",""
"319 Elderwood Court","","Annapolis","MD","21409","39.025911","-76.4765539",""
"1007 Ash Street","","Louisville","KY","40217","38.227015","-85.73674",""
"6817 Brentwood Street","","Arvada","CO","80004","39.8203823","-105.0888342",""
"1432 Bell Trace Drive","","Nashville","TN","37013","36.0397991","-86.6705185",""
"534 Hamilton Street Northeast","","Washington","DC","20011","38.954267","-76.997085",""
"105 West Wareingwood Drive","","Montgomery","AL","36109","32.386508","-86.256005",""
"1110 Okie Street Northeast","","Washington","DC","20002","38.9130038","-76.9892871",""
"720 South River Landing Road","","Edgewater","MD","21037","38.944474","-76.544197",""
"1601 East 19th Street","","Edmond","OK","73013","35.635514","-97.458704",""
"124 Rod Key Street","","Lyndon","VT","05851","44.541523","-71.993149",""
"6741 West Robert E Lee Street","","Glendale","AZ","85308","33.6488749","-112.204666",""
"701 Mussel Slough Road","","Hanford","CA","93230","36.353319","-119.655288",""
"323 Randolph Street","","Montgomery","AL","36104","32.38349","-86.304215",""
"1718 Underwood Road","","Gambrills","MD","21054","39.0032939","-76.665048",""
"7431 Gilbert Road","","Panama City","FL","32404","30.2797619","-85.52385749999999",""
"6123 West Marlette Avenue","","Glendale","AZ","85301","33.5292465","-112.1916809",""
"218 Saint Antons Way","","Arnold","MD","21012","39.061385","-76.51199",""
"4350 Woodley Square","","Montgomery","AL","36116","32.3269325","-86.26953189999999",""
"3145 19th Avenue Court","","Greeley","CO","80631","40.385275","-104.709985",""
"89 Barrensdale Drive","","Severna Park","MD","21146","39.055699","-76.53443899999999",""
"531 Bobbin Mill Road","","Lunenburg","VT","05906","44.476506","-71.6772529",""
"39247 Sundale Drive","","Fremont","CA","94538","37.5384851","-121.9855489",""
"3384 North Southridge Drive","","Fayetteville","AR","72703","36.112446","-94.13251199999999",""
"112 Coleman Boulevard","","Savannah","GA","31408","32.1137898","-81.22341519999999",""
"3001 Spyglass Hill Road","","Edmond","OK","73034","35.684791","-97.4396359",""
"6366 West Aurora Drive","","Glendale","AZ","85308","33.679912","-112.196732",""
"53 Philip Road","","Manchester","CT","06040","41.76553","-72.5116989",""
"3415 Bog Road","","Belvidere","VT","05442","44.757141","-72.632584",""
"552 Maynadier Lane","","Crownsville","MD","21032","39.03564","-76.577027",""
"13 Riverview Avenue","","Groton","CT","06340","41.36573","-72.076115",""
"16031 West 63rd Lane","E","Arvada","CO","80403","39.8117723","-105.1804962",""
"5327 Pierce Street","","Arvada","CO","80002","39.79299899999999","-105.072757",""
"106 Varnum Street Northwest","","Washington","DC","20011","38.9430819","-77.01321899999999",""
"460 Woodbridge Street","#41","Manchester","CT","06042","41.7901797","-72.5061049",""
"3449 Rockway Avenue","","Annapolis","MD","21403","38.920402","-76.46557899999999",""
"96 Lakehouse Drive","","Fairlee","VT","05045","43.894627","-72.2085475",""
"40902 Ingersoll Terrace","#APT 205","Fremont","CA","94538","37.537485","-121.9558629",""
"1613 Ensenada Way","","Aurora","CO","80011","39.7422815","-104.762286",""
"13213 Spanish Moss Road","","Savannah","GA","31419","31.959828","-81.147904",""
"5708 Beverly Street","","Savannah","GA","31405","32.030447","-81.15457500000001",""
"5205 West Thunderbird Road","#1042","Glendale","AZ","85306","33.6095902","-112.1737799",""
"12493 West 84th Circle","","Arvada","CO","80005","39.850675","-105.1410626",""
"16 Fuller Street","#4","Brookline","MA","02446","42.3443251","-71.12841",""
"305 Broderick Place","","Panama City Beach","FL","32413","30.2458411","-85.92775259999999",""
"10202 Vista Drive","","Cupertino","CA","95014","37.3254329","-122.026957",""
"2641 Heather Lane","","Redding","CA","96002","40.5690835","-122.3433244",""
"2906 Clare Avenue","","Nashville","TN","37209","36.162322","-86.821303",""
"10819 Bluegrass Parkway","","Jeffersontown","KY","40299","38.2217085","-85.5551964",""
"194 North Main Street","#1F","Webster","MA","01570","42.0622129","-71.8779105",""
"34 Belair Drive","","Holbrook","MA","02343","42.1348305","-71.001043",""
"23 Columbia Drive","","Manchester","CT","06042","41.808424","-72.481477",""
"8063 Regency Drive","","Pleasanton","CA","94588","37.661416","-121.908019",""
"6324 Moore Circle","","Arvada","CO","80004","39.811532","-105.1150885",""
"4602 West Luke Avenue","","Glendale","AZ","85301","33.518068","-112.157622",""
"6234 West Behrend Drive","#1134","Glendale","AZ","85308","33.6663894","-112.1940529",""
"2410 Pafford Drive","","Nashville","TN","37206","36.189124","-86.716025",""
"1383 Purdue Street","","San Leandro","CA","94579","37.695385","-122.156506",""
"4221 U.S. 5","","Burke","VT","05871","44.6414751","-71.983003",""
"219 Shana Road","","Glen Burnie","MD","21060","39.1528017","-76.60245239999999",""
"8007 Kendrick Crossing Lane","","Louisville","KY","40291","38.12356","-85.560345",""
"1606 Aaron Street","","Montgomery","AL","36104","32.357927","-86.31563190000001",""
"3782 North Front Street","#2","Fayetteville","AR","72703","36.1184954","-94.1443355",""
"1636 Church Street Northwest","","Washington","DC","20036","38.91038959999999","-77.0381549",""
"2704 McGee Avenue","R","Berkeley","CA","94703","37.8589787","-122.2757415",""
"1803 Hickory Avenue","UNIT C","Panama City","FL","32405","30.181445","-85.69749999999999",""
"505 North Washington Avenue","","Fayetteville","AR","72701","36.070207","-94.15639999999999",""
"2008 Ashton Avenue","","Nashville","TN","37218","36.194946","-86.835812",""
"120 Depot Street","#3","Easton","MA","02375","42.0420508","-71.0786277",""
"1400 Rosa L Parks Boulevard","#305","Nashville","TN","37208","36.179104","-86.79421200000002",""
"511 Norton Avenue","","Nashville","TN","37207","36.2076149","-86.756013",""
"1265 Xavier Avenue","","Hayward","CA","94545","37.648362","-122.111063",""
"623 Rhode Island Avenue Northwest","","Washington","DC","20001","38.9126105","-77.0208925",""
"8642 Yule Street","","Arvada","CO","80007","39.8532241","-105.2021539",""
"4712 Rock Creek Road","","Ardmore","OK","73401","34.182105","-97.19224500000001",""
"2142 Colonel Way","","Odenton","MD","21113","39.106239","-76.719287",""
"10400 Royal Oak Road","","Oakland","CA","94605","37.7587409","-122.1349653",""
"420 Cove Villa Street","","Panama City Beach","FL","32407","30.1931873","-85.761876",""
"70 East Terrace","","South Burlington","VT","05403","44.46414499999999","-73.189137",""
"21323 North 64th Avenue","","Glendale","AZ","85308","33.6803787","-112.1972274",""
"6500 Thurlow Place","","Edmond","OK","73034","35.722523","-97.45231799999999",""
"814 Keswick Boulevard","","Louisville","KY","40217","38.218157","-85.74302399999999",""
"328 Missouri Avenue Northwest","","Washington","DC","20011","38.957119","-77.017178",""
"1403 12th Street Northwest","","Washington","DC","20005","38.908957","-77.027838",""
"2640 8th Avenue","C","Oakland","CA","94606","37.8014543","-122.239441",""
"2 Addison Place","","Bloomingdale","GA","31302","32.1008093","-81.2878039",""
"4 Eastview Lane","","Savannah","GA","31410","32.000805","-80.96586099999999",""
"1583 Elberta Court","","Severn","MD","21144","39.139112","-76.715386",""
"8726 Downey Road","","Severn","MD","21144","39.108747","-76.700329",""
"11515 Leemont Drive","","Louisville","KY","40272","38.08660769999999","-85.8671095",""
"173 Center Street","","Manchester","CT","06040","41.7742099","-72.5267609",""
"211 Oak Street","","Manchester","CT","06040","41.77036940000001","-72.5105559",""
"3024 24th Street Northeast","","Washington","DC","20018","38.9286326","-76.97236509999999",""
"276 Adams Street","","Quincy","MA","02169","42.253513","-71.015669",""
"225 Claude Street","","Annapolis","MD","21401","38.99468","-76.501953",""
"8501 Twin Gable Drive","","Montgomery","AL","36116","32.321534","-86.16841099999999",""
"2400 Easy Street","","San Leandro","CA","94578","37.70656","-122.108047",""
"5302 1st Street Northwest","","Washington","DC","20011","38.9547655","-77.0118986",""
"101 Mustang Drive","","San Luis Obispo","CA","93405","35.294785","-120.66573",""
"8507 Lorento Street","","Panama City Beach","FL","32408","30.176486","-85.780022",""
"6740 West Montebello Avenue","#3B","Glendale","AZ","85303","33.5205715","-112.2039219",""
"1601 Northwest 22nd Street","","Oklahoma City","OK","73106","35.492547","-97.53696099999999",""
"1902 6th Street Northwest","","Washington","DC","20001","38.915899","-77.02026099999999",""
"500 Revere Beach Boulevard","#109","Revere","MA","02151","42.4282118","-70.9804188",""
"1995 Nolensville Pike","","Nashville","TN","37211","36.1315559","-86.757615",""
"1509 Hadley Avenue","","Nashville","TN","37138","36.254631","-86.64751299999999",""
"115 Saint John Street","","Manchester","CT","06040","41.7759654","-72.5433556",""
"142 Ash Drive","","Montgomery","AL","36117","32.3629729","-86.0507669",""
"6717 North 59th Avenue","","Glendale","AZ","85301","33.5357556","-112.1857265",""
"45430 Lauri Lane","","Oakhurst","CA","93644","37.34877","-119.717807",""
"31 Buckland Hills Drive","","Manchester","CT","06042","41.8085594","-72.5542155",""
"305 Becket Avenue","","Louisville","KY","40118","38.1105293","-85.76877340000001",""
"8841 Tempest Circle","","Anchorage","AK","99507","61.1404067","-149.8122451",""
"3114 West 20th Court","","Panama City","FL","32405","30.185421","-85.70474399999999",""
"1710 Monroe Street Northeast","","Washington","DC","20018","38.933363","-76.98034799999999",""
"17623 Norma Lane","","Fountain","FL","32438","30.468398","-85.468452",""
"4079 North Sunflower Circle","","Fayetteville","AR","72703","36.125191","-94.132121",""
"6342 West Wheeler Road","","Fayetteville","AR","72704","36.108871","-94.251505",""
"6950 Reno Drive","","Arvada","CO","80002","39.7974819","-105.075046",""
"1841 Logan Street","","Anchorage","AK","99508","61.20354099999999","-149.833058",""
"320 South Ramblin Oaks Drive","","Moore","OK","73160","35.3353578","-97.4660835",""
"908 Lodge Hill Road","","Louisville","KY","40223","38.259123","-85.55744899999999",""
"327 Woodbridge Street","","Manchester","CT","06042","41.7940619","-72.509382",""
"3035 Osprey Circle","","Panama City","FL","32405","30.214045","-85.65748099999999",""
"2209 Florida Avenue","","Savannah","GA","31404","32.052383","-81.057575",""
"2320 Northwest 113th Place","","Oklahoma City","OK","73120","35.5844465","-97.5554605",""
"7725 Ney Avenue","","Oakland","CA","94605","37.767338","-122.167775",""
"171 Tolland Turnpike","","Manchester","CT","06042","41.812844","-72.513702",""
"2402 Eastbridge Court","","Louisville","KY","40223","38.2475386","-85.5221572",""
"11012 Eagles Cove Drive","","Louisville","KY","40241","38.306841","-85.54619",""
"275 Henry Street","","Manchester","CT","06042","41.78936590000001","-72.5106079",""
"57 Pierpoint Avenue","","Rutland","VT","05701","43.610605","-72.99176059999999",""
"1405 Tolkien Drive","","Conway","AR","72034","35.0991829","-92.517619",""
"716 O Street","#APT 000010","Anchorage","AK","99501","61.2151561","-149.9098424",""
"1008 Rhode Island Avenue Northwest","","Washington","DC","20001","38.9105414","-77.0265628",""
"1311 Northwest 98th Street","","Oklahoma City","OK","73114","35.5705807","-97.53640229999999",""
"208 Waterford Drive","","Lynn Haven","FL","32444","30.236457","-85.6050039",""
"7681 Delridge Circle","","Anchorage","AK","99507","61.151279","-149.827217",""
"1544 Kenilworth Avenue Northeast","","Washington","DC","20019","38.9109476","-76.9349666",""
"206 Blue Marlin Drive","","Savannah","GA","31410","32.04196","-81.017915",""
"3620 Bentfield Drive","","Nashville","TN","37013","36.045177","-86.620921",""
"1426 C Street Southeast","","Washington","DC","20003","38.885654","-76.984601",""
"6293 Braun Circle","","Arvada","CO","80004","39.810651","-105.148613",""
"15 Cranberry Hill Road","","Thetford","VT","05043","43.8022212","-72.22335939999999",""
"Biloxi Crossing","#3","Fayetteville","AR","72701","36.0594547","-94.1949994",""
"949 South Lawrence Street","","Montgomery","AL","36104","32.364188","-86.305421",""
"29 White Oak Drive","","","VT","05465","44.473036","-73.022605",""
"14206 James Rees Way","","Louisville","KY","40299","38.2341314","-85.50269569999999",""
"4739 South Court Street","","Montgomery","AL","36105","32.3205979","-86.307214",""
"2944 Sheldon Jackson Street","","Anchorage","AK","99508","61.19378129999999","-149.8398053",""
"6435 West Hillsborough Avenue","#Lot 11","Tampa","FL","33634","27.997289","-82.551557",""
"112 Joyner Avenue","","Nashville","TN","37210","36.116434","-86.742216",""
"2654 Quiet Water Cove","","Annapolis","MD","21401","38.9766553","-76.59828619999999",""
"1163 Rosedale Drive","","Montgomery","AL","36107","32.394317","-86.274375",""
"6101 North 60th Avenue","#201","Glendale","AZ","85301","33.525917","-112.188811",""
"811 River Dell Drive","","Louisville","KY","40206","38.2689424","-85.69927659999999",""
"826 Webster Street","","Hayward","CA","94544","37.6410274","-122.0560558",""
"7124 West Morrow Drive","","Glendale","AZ","85308","33.6547986","-112.2129638",""
"18827 Fish Hatchery Road","","Anchorage","AK","99577","61.34890099999999","-149.53132",""
"4107 East 68th Avenue","APT D","Anchorage","AK","99507","61.15952599999999","-149.805708",""
"2817 3rd Street","","Thunderbolt","GA","31404","32.0327305","-81.0530522",""
"6917 Briarcreek Drive","","Oklahoma City","OK","73162","35.572671","-97.63607599999999",""
"9300 C Street","","Oakland","CA","94603","37.745714","-122.176955",""
"89 Augusta Drive","#12","Fayetteville","AR","72703","36.1022185","-94.1582573",""
"3115 Cherokee Drive","","Fayetteville","AR","72701","36.085177","-94.11657",""
"3111 West Ika Lane","","Fayetteville","AR","72704","36.1101344","-94.20362809999999",""
"2327 Pomeroy Road Southeast","","Washington","DC","20020","38.857527","-76.98526",""
"3207 Art Hall Lane","","Pasadena","MD","21122","39.1347116","-76.5331654",""
"8671 West 78th Circle","","Arvada","CO","80005","39.837775","-105.095247",""
"735 West Treadwell Street","#33","Fayetteville","AR","72701","36.06214480000001","-94.17032209999999",""
"4333 Catherine Street","","Panama City Beach","FL","32408","30.157364","-85.728073",""
"427 Gulf View Drive","","Panama City Beach","FL","32413","30.2642309","-85.9666543",""
"75 Calfoster Drive","","Wolcott","VT","05680","44.530037","-72.42184",""
"311 Oak Street","","Manchester","CT","06040","41.7709068","-72.5057484",""
"8554 Twin Gable Drive","","Montgomery","AL","36116","32.320384","-86.16588999999999",""
"8409 Gullane Court","","Pasadena","MD","21122","39.134241","-76.498773",""
"2076 North Crossover Road","","Fayetteville","AR","72703","36.0890802","-94.12149649999999",""
"5 Little Deer Road","","Groton","VT","05046","44.287112","-72.274204",""
"835 Shiloh Court","","Redding","CA","96003","40.620584","-122.368137",""
"121 Mills Run Drive","","Savannah","GA","31405","32.0362719","-81.152275",""
"1106 Mission Drive","","Antioch","CA","94509","37.9930596","-121.8244023",""
"2522 Fountain Avenue","","South Lake Tahoe","CA","96150","38.918128","-119.98002",""
"28250 Dickens Avenue","","Hayward","CA","94544","37.626108","-122.072898",""
"776 Morrill Road","","Danville","VT","05828","44.46019","-72.137885",""
"10484 West 82nd Avenue","","Arvada","CO","80005","39.848487","-105.116874",""
"3901 West End Avenue","#902","Nashville","TN","37205","36.130816","-86.83483",""
"1259 Everett Avenue","","Louisville","KY","40204","38.23790650000001","-85.7139049",""
"2868 Peak Road","","Wheelock","VT","05851","44.5485909","-72.0880196",""
"182 Regency Circle","","Pooler","GA","31322","32.1464114","-81.2646209",""
"4540 Phyllis Court","","Livermore","CA","94550","37.6871239","-121.7409406",""
"7854 Webster Way","","Arvada","CO","80003","39.839867","-105.076182",""
"5680 Eddins Road","","Montgomery","AL","36117","32.3767837","-86.2055239",""
"8569 Vermont 9","","Woodford","VT","05201","42.89056000000001","-73.029701",""
"30451 Servilla Place","","Castaic","CA","91384","34.47215","-118.643301",""
"1515 Northwest 19th Street","","Oklahoma City","OK","73106","35.48943","-97.5360199",""
"2185 Howe Pond Road","","Readsboro","VT","05350","42.79544250000001","-72.9843099",""
"1822 Dixdale Avenue","","Louisville","KY","40210","38.2220439","-85.79464999999999",""
"8040 Cranberry Street","","Anchorage","AK","99502","61.147552","-149.937499",""
"269 Hugh Thomas Drive","","Panama City","FL","32404","30.147651","-85.55634099999999",""
"5938 Laguna Honda Street","","Redding","CA","96001","40.5283666","-122.3878429",""
"1 Tanaquay Court","","Savannah","GA","31411","31.9358125","-81.0561826",""
"231 South Kimbrel Avenue","","Panama City","FL","32404","30.14022199999999","-85.58254699999999",""
"22 Star Farms Drive","","Manchester","CT","06040","41.756721","-72.56769899999999",""
"421 1/2 6th Street Southeast","","Washington","DC","20003","38.88354700000001","-76.998734",""
"1606 Trevilian Way","","Louisville","KY","40205","38.2136971","-85.7000308",""
"1217 Southwest 91st Street","","Oklahoma City","OK","73139","35.3760151","-97.537252",""
"707 Leaning Oaks Drive","","Savannah","GA","31410","32.007317","-80.970293",""
"84 Holbrook Street","","North Adams","MA","01247","42.6967478","-73.1012389",""
"30544 Whitmore Road","","Whitmore","CA","96096","40.629069","-121.91378",""
"72 Milford Road","","Manchester","CT","06042","41.790474","-72.498476",""
"10301 La Plaza Drive","","Louisville","KY","40272","38.1069493","-85.87072049999999",""
"1001 Northwest 104th Street","","Oklahoma City","OK","73114","35.57694","-97.530186",""
"2375 Main Street","B","Palmer","MA","01069","42.2108564","-72.2448332",""
"416 Ridge Street Northwest","","Washington","DC","20001","38.906288","-77.016886",""
"7728 Twin Oaks Road","","Severn","MD","21144","39.139785","-76.695032",""
"488 Mill Road","","Hartford","VT","05001","43.658581","-72.33954770000001",""
"102 Hayes Drive","","Pooler","GA","31322","32.097552","-81.20066",""
"5712 Saulsbury Street","","Arvada","CO","80002","39.8006311","-105.0753746",""
"2732 North Ashbrook Drive","","Fayetteville","AR","72703","36.100738","-94.12509399999999",""
"3031 Montgomery Street","","Savannah","GA","31405","32.050203","-81.10771",""
"327 Fairway Boulevard","","Panama City Beach","FL","32407","30.216785","-85.84494699999999",""
"396 Hartford Road","B","Manchester","CT","06040","41.7641999","-72.5385225",""
"22618 South Figueroa Street","#22","Carson","CA","90745","33.8206152","-118.2855662",""
"81 Buck Hill Road","","Guilford","VT","05301","42.815964","-72.580124",""
"145 Great Western Road","","Yarmouth","MA","02664","41.6871985","-70.1715871",""
"7506 Harvey Street","","Panama City","FL","32404","30.150467","-85.56354800000001",""
"903 Mallard Creek Road","","Saint Matthews","KY","40207","38.2384725","-85.63011589999999",""
"840 River Crest Court","#5","Louisville","KY","40206","38.2699863","-85.7023695",""
"817 Nevada Drive Northeast","","Palm Bay","FL","32907","28.018582","-80.64569399999999",""
"1439 2nd Street","","Panama City","FL","32409","30.291842","-85.651057",""
"5150 West Eugie Avenue","#2021","Glendale","AZ","85304","33.6081942","-112.1701792",""
"600 12th Avenue South","#833","Nashville","TN","37203","36.1511457","-86.783423",""
"112 3rd Street Northeast","","Washington","DC","20002","38.89138","-77.002346",""
"3813 Sheffield Lane","","Pueblo","CO","81005","38.218097","-104.6573",""
"1497 Greenbrier Road","","West Sacramento","CA","95691","38.547427","-121.521598",""
"3546 Rosa L Parks Avenue","","Montgomery","AL","36105","32.341365","-86.316926",""
"7296 West Wedington Drive","","Fayetteville","AR","72704","36.0769469","-94.26638700000001",""
"3365 Wyndham Drive","","Fremont","CA","94536","37.5742662","-122.026342",""
"705 Upshur Street Northwest","","Washington","DC","20011","38.9422241","-77.021948",""
"4339 Oak Street","","Montgomery","AL","36105","32.327767","-86.317746",""
"514 Flower Lane","","Alameda","CA","94502","37.7356811","-122.2349598",""
"303 Addison Drive","","Glen Burnie","MD","21060","39.138572","-76.580117",""
"3827 West Chapman Avenue","","Orange","CA","92868","33.789253","-117.894846",""
"6516 Nile Circle","","Arvada","CO","80007","39.814985","-105.176911",""
"2150 Yarbrough Street","","Montgomery","AL","36110","32.40824","-86.27444899999999",""
"29104 Quartz Lane","","Tollhouse","CA","93667","36.973635","-119.379621",""
"9346 West 66th Place","","Arvada","CO","80004","39.8178482","-105.1027059",""
"214 South End Road","","Mount Tabor","VT","05739","43.3157344","-72.98745710000001",""
"11901 Northern Raven Drive","","Anchorage","AK","99516","61.112897","-149.837535",""
"1122 McDaniel Street","","Sun City Center","FL","33573","27.693293","-82.37096849999999",""
"44 Downey Drive","","Manchester","CT","06040","41.7783645","-72.5762079",""
